preprocessing,k1,b,category,rank,query,cran_id,AP@all_vector,AP@all_bm25,dAP@all,P@10_vector,P@10_bm25,n_relevant,n_terms,text
raw,1.2,1,vector_better,5,64,105,0.3750,0.1006,-0.2744,0.20,0.10,2,27,"cant the static deflection shapes be used in predicting flutter in place of vibrational shapes if so can we provide a justification by means of an example"
raw,1.2,1,vector_better,6,17,32,0.5118,0.2656,-0.2461,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
raw,1.2,1,vector_better,7,155,230,0.4656,0.2464,-0.2192,0.30,0.20,6,8,"technical report on measurement of ablation during flight"
raw,1.2,1,vector_better,8,148,218,0.4343,0.2227,-0.2117,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
raw,1.2,1,vector_better,9,99,148,0.2507,0.0676,-0.1831,0.20,0.00,4,28,"given that an uncontrolled vehicle will tumble as it enters an atmosphere is it possible to predict when and how it will stop tumbling and its subsequent motion"
raw,1.2,1,vector_better,10,177,268,0.5761,0.4000,-0.1761,0.30,0.40,5,14,"what mode of stalling can be expected for each stage of an axial compressor"
raw,1.2,1,both_poor,1,31,56,0.0007,0.0007,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
raw,1.2,1,both_poor,2,142,212,0.0013,0.0015,+0.0002,0.00,0.00,1,14,"what dome contours minimize discontinuity stresses when used as closures on cylindrical pressure vessels"
raw,1.2,1,both_poor,3,28,53,0.0018,0.0017,-0.0001,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
raw,1.2,1,both_poor,4,22,40,0.0018,0.0019,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
raw,1.2,1,both_poor,5,216,340,0.0025,0.0020,-0.0005,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
raw,1.2,1,both_poor,6,44,79,0.0024,0.0027,+0.0003,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
raw,1.2,1,both_poor,7,13,26,0.0034,0.0032,-0.0002,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
raw,1.2,1,both_poor,8,124,182,0.0039,0.0039,-0.0000,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
raw,1.2,1,both_poor,9,63,104,0.0049,0.0047,-0.0002,0.00,0.00,3,11,"where can i find pressure data on surfaces of swept cylinders"
raw,1.2,1,both_poor,10,139,209,0.0058,0.0050,-0.0008,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
raw,2,0,bm25_better,1,143,213,0.1268,0.5667,+0.4399,0.10,0.10,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
raw,2,0,bm25_better,2,150,223,0.5833,1.0000,+0.4167,0.20,0.20,2,13,"what is the magnitude of second-order wing-body interference at high supersonic mach number"
raw,2,0,bm25_better,3,81,126,0.1603,0.5213,+0.3610,0.10,0.10,2,13,"what are wind-tunnel corrections for a two-dimensional aerofoil mounted off-centre in a tunnel"
raw,2,0,bm25_better,4,95,143,0.2121,0.5556,+0.3434,0.10,0.10,2,10,"what is the theoretical heat transfer distribution around a hemisphere"
raw,2,0,bm25_better,5,223,356,0.3241,0.6603,+0.3361,0.10,0.30,4,10,"papers on shear buckling of unstiffened rectangular plates under shear"
raw,2,0,bm25_better,6,200,304,0.2340,0.5603,+0.3263,0.10,0.20,3,21,"are asymptotic methods sufficiently accurate in the determination of pre-buckling stresses in torispherical shells or must we resort to numerical methods"
raw,2,0,bm25_better,7,169,255,0.1868,0.5019,+0.3152,0.20,0.20,4,29,"what approximate solutions are known to the indirect problem of transonic flow in the throat of a nozzle ie finding a nozzle which has a given axial velocity distribution"
raw,2,0,bm25_better,8,224,360,0.1217,0.4094,+0.2877,0.10,0.30,8,25,"in practice how close to reality are the assumptions that the flow in a hypersonic shock tube using nitrogen is non-viscous and in thermodynamic equilibrium"
raw,2,0,bm25_better,9,154,227,0.3929,0.6667,+0.2738,0.20,0.20,2,13,"which iterative method for solving linear elliptic difference equations is most rapidly convergent"
raw,2,0,bm25_better,10,61,102,0.2054,0.4444,+0.2390,0.20,0.20,5,15,"does there exist a closed-form expression for the local heat transfer around a yawed cylinder"
raw,2,0,vector_better,1,52,87,0.8611,0.1526,-0.7085,0.40,0.10,4,19,"what is the available information pertaining to the effect of slight rarefaction on boundary layer flows the slip effect"
raw,2,0,vector_better,2,67,108,0.6481,0.1428,-0.5053,0.80,0.10,14,17,"can series expansions be found for the boundary layer on a flat plate in a shear flow"
raw,2,0,vector_better,3,146,216,0.7500,0.2500,-0.5000,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
raw,2,0,vector_better,4,17,32,0.5118,0.0409,-0.4708,0.10,0.00,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
raw,2,0,vector_better,5,190,293,0.5582,0.1399,-0.4182,0.30,0.20,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
raw,2,0,vector_better,6,64,105,0.3750,0.0247,-0.3503,0.20,0.00,2,27,"cant the static deflection shapes be used in predicting flutter in place of vibrational shapes if so can we provide a justification by means of an example"
raw,2,0,vector_better,7,144,214,0.7519,0.4020,-0.3500,0.50,0.30,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
raw,2,0,vector_better,8,24,49,0.5023,0.1884,-0.3139,0.20,0.20,3,14,"what are the factors which influence the time required to invert large structural matrices"
raw,2,0,vector_better,9,77,120,0.7338,0.4237,-0.3101,0.50,0.30,6,20,"how close is the comparison of the shock layer theory with existing experiments in the low reynolds number merged-layer regime"
raw,2,0,vector_better,10,155,230,0.4656,0.1562,-0.3094,0.30,0.10,6,8,"technical report on measurement of ablation during flight"
raw,2,0,both_poor,1,31,56,0.0007,0.0007,-0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
raw,2,0,both_poor,2,142,212,0.0013,0.0012,-0.0001,0.00,0.00,1,14,"what dome contours minimize discontinuity stresses when used as closures on cylindrical pressure vessels"
raw,2,0,both_poor,3,28,53,0.0018,0.0015,-0.0003,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
raw,2,0,both_poor,4,22,40,0.0018,0.0016,-0.0002,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
raw,2,0,both_poor,5,44,79,0.0024,0.0021,-0.0003,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
raw,2,0,both_poor,6,216,340,0.0025,0.0029,+0.0004,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
raw,2,0,both_poor,7,13,26,0.0034,0.0029,-0.0005,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
raw,2,0,both_poor,8,124,182,0.0039,0.0034,-0.0004,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
raw,2,0,both_poor,9,63,104,0.0049,0.0052,+0.0003,0.00,0.00,3,11,"where can i find pressure data on surfaces of swept cylinders"
raw,2,0,both_poor,10,139,209,0.0058,0.0045,-0.0014,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
raw,2,0.75,bm25_better,1,143,213,0.1268,0.5769,+0.4501,0.10,0.10,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
raw,2,0.75,bm25_better,2,95,143,0.2121,0.5667,+0.3545,0.10,0.10,2,10,"what is the theoretical heat transfer distribution around a hemisphere"
raw,2,0.75,bm25_better,3,89,137,0.3021,0.5827,+0.2807,0.20,0.30,6,20,"how is the flow at transonic speeds about a delta wing different from that on a closely-related tapered sweptback wing"
raw,2,0.75,bm25_better,4,84,131,0.1205,0.3797,+0.2592,0.20,0.40,11,20,"references on the methods available for accurately estimating aerodynamic heat transfer to conical bodies for both laminar and turbulent flow"
raw,2,0.75,bm25_better,5,200,304,0.2340,0.4754,+0.2414,0.10,0.20,3,21,"are asymptotic methods sufficiently accurate in the determination of pre-buckling stresses in torispherical shells or must we resort to numerical methods"
raw,2,0.75,bm25_better,6,154,227,0.3929,0.6250,+0.2321,0.20,0.20,2,13,"which iterative method for solving linear elliptic difference equations is most rapidly convergent"
raw,2,0.75,bm25_better,7,173,264,0.6111,0.8333,+0.2222,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
raw,2,0.75,bm25_better,8,76,119,0.1823,0.3930,+0.2107,0.20,0.30,7,23,"how far can one trust the linear viscosity-temperature solution assumed in some of the analyses of hypersonic shock layer at low reynolds number"
raw,2,0.75,bm25_better,9,181,274,0.1287,0.3305,+0.2018,0.10,0.20,5,7,"jet interference with supersonic flows theoretical papers"
raw,2,0.75,bm25_better,10,81,126,0.1603,0.3500,+0.1897,0.10,0.20,2,13,"what are wind-tunnel corrections for a two-dimensional aerofoil mounted off-centre in a tunnel"
raw,2,0.75,vector_better,1,52,87,0.8611,0.4623,-0.3988,0.40,0.30,4,19,"what is the available information pertaining to the effect of slight rarefaction on boundary layer flows the slip effect"
raw,2,0.75,vector_better,2,146,216,0.7500,0.4500,-0.3000,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
raw,2,0.75,vector_better,3,82,128,0.5810,0.3006,-0.2804,0.30,0.30,5,23,"how do kuchemanns and multhopps methods for calculating lift distributions on swept wings in subsonic flow compare with each other and with experiment"
raw,2,0.75,vector_better,4,64,105,0.3750,0.1071,-0.2679,0.20,0.10,2,27,"cant the static deflection shapes be used in predicting flutter in place of vibrational shapes if so can we provide a justification by means of an example"
raw,2,0.75,vector_better,5,17,32,0.5118,0.2669,-0.2448,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
raw,2,0.75,vector_better,6,24,49,0.5023,0.2808,-0.2215,0.20,0.20,3,14,"what are the factors which influence the time required to invert large structural matrices"
raw,2,0.75,vector_better,7,148,218,0.4343,0.2281,-0.2063,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
raw,2,0.75,vector_better,8,183,277,0.4999,0.3037,-0.1962,0.60,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
raw,2,0.75,vector_better,9,155,230,0.4656,0.2714,-0.1942,0.30,0.20,6,8,"technical report on measurement of ablation during flight"
raw,2,0.75,vector_better,10,177,268,0.5761,0.3933,-0.1827,0.30,0.30,5,14,"what mode of stalling can be expected for each stage of an axial compressor"
raw,2,0.75,both_poor,1,31,56,0.0007,0.0007,-0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
raw,2,0.75,both_poor,2,142,212,0.0013,0.0014,+0.0001,0.00,0.00,1,14,"what dome contours minimize discontinuity stresses when used as closures on cylindrical pressure vessels"
raw,2,0.75,both_poor,3,28,53,0.0018,0.0017,-0.0001,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
raw,2,0.75,both_poor,4,22,40,0.0018,0.0019,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
raw,2,0.75,both_poor,5,216,340,0.0025,0.0022,-0.0003,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
raw,2,0.75,both_poor,6,44,79,0.0024,0.0026,+0.0001,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
raw,2,0.75,both_poor,7,13,26,0.0034,0.0030,-0.0004,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
raw,2,0.75,both_poor,8,124,182,0.0039,0.0040,+0.0002,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
raw,2,0.75,both_poor,9,63,104,0.0049,0.0049,-0.0000,0.00,0.00,3,11,"where can i find pressure data on surfaces of swept cylinders"
raw,2,0.75,both_poor,10,139,209,0.0058,0.0047,-0.0012,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
raw,2,1,bm25_better,1,143,213,0.1268,0.5667,+0.4399,0.10,0.10,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
raw,2,1,bm25_better,2,165,251,0.2576,0.6429,+0.3853,0.10,0.20,2,15,"are the stable profiles of a compressible boundary layer induced by a moving wave known"
raw,2,1,bm25_better,3,95,143,0.2121,0.5625,+0.3504,0.10,0.10,2,10,"what is the theoretical heat transfer distribution around a hemisphere"
raw,2,1,bm25_better,4,181,274,0.1287,0.3626,+0.2339,0.10,0.20,5,7,"jet interference with supersonic flows theoretical papers"
raw,2,1,bm25_better,5,154,227,0.3929,0.6250,+0.2321,0.20,0.20,2,13,"which iterative method for solving linear elliptic difference equations is most rapidly convergent"
raw,2,1,bm25_better,6,43,74,0.4517,0.6742,+0.2225,0.40,0.40,6,17,"can the transonic flow around an arbitrary smooth thin airfoil be analysed in a simple approximate way"
raw,2,1,bm25_better,7,173,264,0.6111,0.8333,+0.2222,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
raw,2,1,bm25_better,8,84,131,0.1205,0.2950,+0.1745,0.20,0.40,11,20,"references on the methods available for accurately estimating aerodynamic heat transfer to conical bodies for both laminar and turbulent flow"
